Author,Komentar,Prediksi,Score,Raw_Prob,Metode,Is_Judol
@Futarouisslowly,Nick Name Chou Ngingetin Tisu Yankkkk,🟢 AMAN,21.8%,0.21753045593169434,Weighted Average,0
@tonn92,Garing bet ktawanya,🟢 AMAN,22.7%,0.22737641697243993,Weighted Average,0
@kisankisanmuhammadazis7666,sekalian nonton arab vs bahrain,🟢 AMAN,24.3%,0.24305454881583838,Weighted Average,0
@fandianylukman-hz4et,GG fanny nya bang daffa... adakah 100,🟢 AMAN,17.9%,0.17865274594998634,Weighted Average,0
@IlhamNS1928,Gas bang main sma pro player yg laennya lagi,🟢 AMAN,23.0%,0.22969191743607775,Weighted Average,0
@cahaya9071,coba main sama pascol bang daffa,🟢 AMAN,23.6%,0.236300934277777,Weighted Average,0
@muhammadandhikasatria8807,mending buat gw bg hpnya dripada dijual 😂 itung itung sedekah ke followers tiktok old 😅,🟢 AMAN,8.8%,0.08756248639728584,Weighted Average,0
@WawanHikmawan-fs6ol,Enaknya jual 500saja bang ke saya,🟢 AMAN,21.6%,0.215512934529013,Weighted Average,0
@denipriatna5406,Mantap,🟢 AMAN,12.5%,0.12547136921919527,Weighted Average,0
@ryanriofebrian6338,itu musiknya judulnya apa bang,🟢 AMAN,8.8%,0.08823997238702608,Weighted Average,0
@fitra7238,Klok prank ganti nm sama Hpus skuat jdi lebih seru,🟢 AMAN,9.2%,0.09190753537112889,Weighted Average,0
@Axcyyl-l1d,Kemana nichh,🟢 AMAN,9.8%,0.09762075088900263,Weighted Average,0
@IlhamMaulana-ry5lj,mahalllll banggg dafff😵‍💫,🟢 AMAN,20.5%,0.20474269320407218,Weighted Average,0
@superaldous-y7s,Absen para dark sistem bang Dafa 🗿🗿🗿,🟢 AMAN,12.8%,0.1275991006909423,Weighted Average,0
@SoviUlHila,Bng giv skin Ding bng plis bng Jan pelit pelit bng bismillah laigbor Fanny 420196057,🟢 AMAN,9.6%,0.09583318500292524,Weighted Average,0
@AldiantoAnto-ys7ev,Dap coba lu di botak,🟢 AMAN,18.5%,0.18542602930364352,Weighted Average,0
@Iniziro25,"Mantap bang dap, kasih tutor rotasi bang😅",🟢 AMAN,16.7%,0.1674649134925112,Weighted Average,0
@kembut_17,Mabar sama pascol bang,🟢 AMAN,10.9%,0.10907004165292289,Weighted Average,0
@badrusgaming255,"siapa pada belum tidur nihh😅

edit: terimakasih like nya 😁",🟢 AMAN,20.7%,0.20715838117603233,Weighted Average,0
@DENNN69,Bang skylar kaget😂😂,🟢 AMAN,10.9%,0.10901751722114529,Weighted Average,0
@badrusgaming255,halooo daff😅,🟢 AMAN,18.3%,0.1829021539891208,Weighted Average,0
@Yanzz-dean,Hlo bg dapp,🟢 AMAN,13.0%,0.13014750850912254,Weighted Average,0
@adamasyhraf3151,Sapa dong bg daff,🟢 AMAN,13.1%,0.13148536887589668,Weighted Average,0
@NandaArifreiffanananda,🗿,🟢 AMAN,2.7%,0.027269701061661853,Weighted Average,0
@AdamAdam-ow1el,Gua yang ke-10 Bang PIN gua dong,🟢 AMAN,19.5%,0.19477314136515103,Weighted Average,0
@muhammadraihan6162,Pantesan kemarin gua liat faninya jago terrnyata bang dafa jirt😂,🟢 AMAN,16.6%,0.1656378712257234,Weighted Average,0
@rezzaaristan1315,Absen 20 tercepat,🟢 AMAN,16.4%,0.1637090643302292,Weighted Average,0
@Pan009-h9v,Kedua bree,🟢 AMAN,23.0%,0.23040961489613263,Weighted Average,0
@Pan009-h9v,Halo bg,🟢 AMAN,12.6%,0.12619250198299806,Weighted Average,0
@HafizRamadhan-s4v,Seperti biasa yang komen tf 100k dapa chat gua,🟢 AMAN,24.8%,0.24828369411979118,Weighted Average,0
@malikfahad9253,Gw nonton live bang ler daf 😂😂 seru kali gamenya bang sering sering main sama proplayer bang,🟢 AMAN,23.8%,0.23800124232953287,Weighted Average,0
@KayyCintaZetaa,P,🟢 AMAN,34.5%,0.34534468863877066,Weighted Average,0
@GinoAlviano,Pertama bng😅,🟢 AMAN,11.1%,0.11082052094491472,Weighted Average,0
@MhmmadWahyu-kg9ne,Pertama,🟢 AMAN,12.2%,0.12165879352294419,Weighted Average,0
@nerfDiablo,First 1 daffa❤,🟢 AMAN,18.4%,0.18363375257759115,Weighted Average,0
